DateTime,OCTANE 95 (LBP),OCTANE 98 (LBP),DIESEL (LBP),GAS (LBP),BRENT CRUDE OIL (USD),USD to LBP
4/11/2023 17:33,,,,,,97000
4/11/2023 19:23,,,,,,97000
4/11/2023 19:39,,,,,,97300
4/12/2023 12:11,,,,,,97200
4/12/2023 13:33,,,,,,97000
4/12/2023 15:00,,,,,,97000
4/12/2023 17:38,,,,,,97000
4/12/2023 19:09,,,,,,97000
4/12/2023 20:31,,,,,,97000
4/13/2023 11:57,,,,,,97000
4/13/2023 13:36,,,,,,97000
4/13/2023 15:39,,,,,,97000
4/13/2023 19:40,,,,,,97000
4/14/2023 12:23,,,,,,97000
4/14/2023 15:20,,,,,,97000
4/14/2023 17:36,,,,,,97300
4/14/2023 19:30,,,,,,97300
4/14/2023 21:06,,,,,,97000
4/15/2023 10:58,,,,,,97000
4/15/2023 11:31,,,,,,97000
4/15/2023 13:41,,,,,,97000
4/15/2023 15:30,,,,,,97000
4/15/2023 19:24,,,,,,97000
4/16/2023 9:22,,,,,,97300
4/16/2023 11:51,,,,,,97200
4/16/2023 13:35,,,,,,97200
4/16/2023 13:35,,,,,,97200
4/16/2023 15:31,,,,,,97200
4/16/2023 17:30,,,,,,97200
4/16/2023 19:30,,,,,,97200
4/16/2023 20:53,,,,,,97200
4/17/2023 11:52,,,,,,97300
4/17/2023 15:33,,,,,,97500
4/17/2023 17:43,,,,,,97300
4/17/2023 19:30,,,,,,97300
4/17/2023 20:37,,,,,,97300
4/18/2023 13:22,1862000,1904000,1594000,1110000,81.78,
4/18/2023 13:31,,,,,,97000
4/18/2023 15:30,,,,,,97200
4/18/2023 17:45,,,,,,97200
4/18/2023 20:11,,,,,,97200
4/18/2023 21:41,,,,,,97200
4/19/2023 10:24,,,,,,97200
4/19/2023 11:37,,,,,,97200
4/19/2023 14:07,,,,,,97200
4/19/2023 15:32,,,,,,97000
4/19/2023 17:44,,,,,,97000
4/19/2023 19:36,,,,,,97000
4/19/2023 20:52,,,,,,97200
4/20/2023 9:48,,,,,,97200
4/20/2023 13:30,,,,,,97200
4/20/2023 17:30,,,,,,97300
4/20/2023 19:30,,,,,,97300
4/20/2023 23:30,,,,,,96700
4/20/2023 23:31,,,,,,96500
4/21/2023 9:10,,,,,,96800
4/21/2023 9:30,,,,,,96500
4/21/2023 11:31,,,,,,96300
4/21/2023 13:53,,,,,,96500
4/21/2023 14:13,,,,,,96600
4/21/2023 19:32,,,,,,96500
4/21/2023 19:32,,,,,,96500
4/22/2023 9:35,,,,,,96500
4/22/2023 11:48,,,,,,97000
4/22/2023 13:31,,,,,,96500
4/22/2023 15:30,,,,,,97000
4/22/2023 17:30,,,,,,97000
4/22/2023 19:30,,,,,,97000
4/23/2023 10:37,,,,,,97000
4/23/2023 11:30,,,,,,97000
4/23/2023 13:36,,,,,,97000
4/23/2023 14:58,,,,,,97000
4/23/2023 17:30,,,,,,97000
4/23/2023 19:30,,,,,,97000
4/24/2023 9:49,,,,,,97000
4/24/2023 11:31,,,,,,97000
4/24/2023 13:34,,,,,,97000
4/24/2023 16:01,,,,,,97000
4/24/2023 20:07,,,,,,97000
4/25/2023 9:36,,,,,,97000
4/25/2023 10:07,1832000,1874000,1578000,1081000,82.63,
4/25/2023 11:30,,,,,,97000
4/25/2023 13:39,,,,,,97000
4/25/2023 15:30,,,,,,97000
4/25/2023 17:58,,,,,,97300
4/25/2023 19:32,,,,,,97200
4/25/2023 21:17,,,,,,97000
4/26/2023 9:31,,,,,,97000
4/26/2023 11:36,,,,,,97000
4/26/2023 15:47,,,,,,97000
4/26/2023 20:31,,,,,,97000
4/27/2023 11:30,,,,,,97200
4/27/2023 16:55,,,,,,97000
4/27/2023 19:17,,,,,,97200
4/28/2023 9:33,,,,,,97200
4/28/2023 13:39,,,,,,97200
4/28/2023 14:26,1802000,1844000,1552000,1042000,79.51,
4/28/2023 15:35,,,,,,97000
4/28/2023 17:34,,,,,,97000
4/28/2023 19:50,,,,,,97000
4/29/2023 9:36,,,,,,97000
4/29/2023 11:49,,,,,,97200
4/29/2023 17:44,,,,,,97000
4/29/2023 19:37,,,,,,97200
4/29/2023 21:59,,,,,,97000
4/30/2023 11:25,,,,,,97000
4/30/2023 13:35,,,,,,97000
4/30/2023 16:16,,,,,,97000
4/30/2023 17:58,,,,,,97200
4/30/2023 19:33,,,,,,97000
4/30/2023 20:46,,,,,,97000
5/1/2023 9:54,,,,,,97000
5/1/2023 13:30,,,,,,97000
5/1/2023 17:36,,,,,,97000
5/1/2023 19:20,,,,,,95800
5/1/2023 20:30,,,,,,95500
5/2/2023 10:58,,,,,,96500
5/2/2023 13:48,,,,,,96000
5/2/2023 15:30,,,,,,96000
5/2/2023 16:31,1743000,1784000,1506000,1003000,77.9,
5/2/2023 17:53,,,,,,96000
5/3/2023 8:45,,,,,,96000
5/3/2023 9:43,,,,,,96000
5/3/2023 11:37,,,,,,95700
5/3/2023 18:19,,,,,,95000
5/3/2023 19:30,,,,,,95200
5/3/2023 22:33,,,,,,95000
5/4/2023 13:32,,,,,,94500
5/4/2023 15:35,,,,,,94500
5/4/2023 18:35,,,,,,94500
5/4/2023 19:31,,,,,,94500
5/4/2023 21:39,,,,,,94600
5/4/2023 23:51,1733000,1773000,1497000,997000,77,
5/5/2023 9:36,,,,,,94500
5/5/2023 13:20,,,,,,94200
5/5/2023 13:53,,,,,,94200
5/5/2023 15:30,,,,,,94300
5/5/2023 20:33,,,,,,94300
5/5/2023 23:52,1683000,1725000,1441000,960000,76.67,
5/6/2023 9:30,,,,,,94300
5/6/2023 12:05,,,,,,94500
5/6/2023 13:36,,,,,,94500
5/6/2023 15:39,,,,,,94500
5/6/2023 19:34,,,,,,94500
5/6/2023 20:48,,,,,,94500
5/7/2023 12:21,,,,,,94500
5/7/2023 13:33,,,,,,94500
5/7/2023 17:32,,,,,,94500
5/7/2023 19:23,,,,,,94500
5/7/2023 20:30,,,,,,94500
5/8/2023 11:55,,,,,,94400
5/8/2023 13:38,,,,,,94500
5/8/2023 15:30,,,,,,94300
5/8/2023 17:39,,,,,,94500
5/8/2023 20:08,,,,,,94600
5/9/2023 9:25,,,,,,94500
5/9/2023 11:31,,,,,,94500
5/9/2023 15:30,,,,,,94500
5/9/2023 16:18,1659000,1701000,1421000,954000,75.71,
5/9/2023 17:30,,,,,,94500
5/9/2023 20:58,,,,,,94500
5/10/2023 10:08,,,,,,94600
5/10/2023 11:31,,,,,,94500
5/10/2023 13:35,,,,,,94500
5/10/2023 17:49,,,,,,94500
5/10/2023 21:59,,,,,,94500
5/11/2023 9:35,,,,,,94500
5/11/2023 13:18,,,,,,94600
5/11/2023 15:30,,,,,,94500
5/11/2023 20:25,,,,,,94500
5/12/2023 11:49,,,,,,94500
5/12/2023 13:33,,,,,,94500
5/12/2023 17:08,,,,,,94500
5/12/2023 17:35,,,,,,94500
5/12/2023 21:58,,,,,,94600
5/13/2023 9:31,,,,,,94500
5/13/2023 11:30,,,,,,94500
5/13/2023 11:30,,,,,,94500
5/13/2023 15:34,,,,,,94500
5/13/2023 18:08,,,,,,94500
5/13/2023 20:30,,,,,,94500
5/14/2023 11:43,,,,,,94500
5/14/2023 13:30,,,,,,94500
5/14/2023 15:43,,,,,,94500
5/14/2023 19:32,,,,,,94500
5/15/2023 9:30,,,,,,94500
5/15/2023 11:54,,,,,,94500
5/15/2023 13:39,,,,,,94500
5/15/2023 15:45,,,,,,94500
5/15/2023 19:11,,,,,,94500
5/15/2023 20:30,,,,,,94500
5/16/2023 9:23,,,,,,94600
5/16/2023 11:41,,,,,,94500
5/16/2023 13:31,,,,,,94300
5/16/2023 16:43,1617000,1659000,1386000,889000,75.36,
5/16/2023 19:04,,,,,,94500
5/17/2023 9:40,,,,,,94600
5/17/2023 13:49,,,,,,94500
5/17/2023 17:39,,,,,,94500
5/17/2023 20:29,,,,,,94500
5/18/2023 9:44,,,,,,94500
5/18/2023 11:48,,,,,,94500
5/18/2023 13:53,,,,,,94500
5/18/2023 16:05,,,,,,94500
5/18/2023 17:44,,,,,,94500
5/18/2023 19:35,,,,,,94500
5/19/2023 9:31,,,,,,94500
5/19/2023 11:30,,,,,,94500
5/19/2023 12:46,1606000,1648000,1383000,861000,76.49,
5/19/2023 13:28,,,,,,94500
5/19/2023 17:31,,,,,,94500
5/19/2023 19:35,,,,,,94500
5/19/2023 20:32,,,,,,94500
5/20/2023 9:33,,,,,,94500
5/20/2023 11:30,,,,,,94500
5/20/2023 17:32,,,,,,94500
5/20/2023 19:50,,,,,,94500
5/21/2023 10:43,,,,,,94500
5/21/2023 11:35,,,,,,94500
5/21/2023 13:30,,,,,,94500
5/21/2023 15:39,,,,,,94500
5/21/2023 17:31,,,,,,94600
5/21/2023 19:32,,,,,,94500
5/22/2023 10:29,,,,,,94600
5/22/2023 11:30,,,,,,94500
5/22/2023 13:35,,,,,,94500
5/22/2023 15:41,,,,,,94500
5/22/2023 19:30,,,,,,94500
5/23/2023 9:48,,,,,,94500
5/23/2023 11:40,,,,,,94500
5/23/2023 13:30,,,,,,94500
5/23/2023 15:44,,,,,,94800
5/23/2023 16:43,1606000,1648000,1384000,848000,76.66,
5/23/2023 20:31,,,,,,94600
5/24/2023 9:30,,,,,,94500
5/24/2023 11:36,,,,,,94500
5/24/2023 13:39,,,,,,94600
5/24/2023 15:59,,,,,,94500
5/24/2023 17:37,,,,,,94600
5/24/2023 19:30,,,,,,94500
5/24/2023 20:30,,,,,,94500
5/25/2023 9:30,,,,,,94500
5/25/2023 11:31,,,,,,94500
5/25/2023 13:36,,,,,,94500
5/25/2023 17:30,,,,,,94500
5/25/2023 19:55,,,,,,94500
5/26/2023 10:27,,,,,,94500
5/26/2023 11:30,,,,,,94600
5/26/2023 13:40,,,,,,94700
5/26/2023 15:01,1632000,1674000,1400000,848000,76.86,
5/26/2023 15:33,,,,,,94500
5/26/2023 19:17,,,,,,94500
5/27/2023 9:43,,,,,,94500
5/27/2023 13:30,,,,,,94500
5/27/2023 15:34,,,,,,94500
5/27/2023 17:40,,,,,,94500
5/27/2023 20:48,,,,,,94500
5/28/2023 11:18,,,,,,94500
5/28/2023 14:24,,,,,,94500
5/28/2023 16:02,,,,,,94500
5/28/2023 20:04,,,,,,94500
5/29/2023 11:33,,,,,,94500
5/29/2023 13:39,,,,,,94500
5/29/2023 15:36,,,,,,94500
5/29/2023 17:42,,,,,,94500
5/29/2023 22:15,,,,,,94500
5/30/2023 9:46,,,,,,94500
5/30/2023 11:50,,,,,,94500
5/30/2023 13:30,,,,,,94600
5/30/2023 17:15,,,,,,94600
5/30/2023 18:17,1639000,1681000,1403000,851000,73.9,
5/30/2023 20:10,,,,,,94600
5/31/2023 9:36,,,,,,94600
5/31/2023 11:36,,,,,,94600
5/31/2023 15:16,,,,,,94600
5/31/2023 17:30,,,,,,94500
5/31/2023 20:30,,,,,,94500
6/1/2023 10:15,,,,,,93800
6/1/2023 13:29,,,,,,94000
6/1/2023 19:34,,,,,,94000
6/1/2023 22:51,,,,,,94000
6/2/2023 9:39,,,,,,94000
6/2/2023 11:31,,,,,,94000
6/2/2023 16:20,1632000,1674000,1394000,846000,76.08,
6/2/2023 17:37,,,,,,94000
6/2/2023 19:11,,,,,,94200
6/2/2023 20:38,,,,,,94000
6/3/2023 9:44,,,,,,94200
6/3/2023 11:30,,,,,,94300
6/3/2023 13:33,,,,,,94000
6/3/2023 17:30,,,,,,94000
6/4/2023 9:40,,,,,,94200
6/4/2023 11:31,,,,,,93900
6/4/2023 13:39,,,,,,94000
6/4/2023 15:30,,,,,,94000
6/4/2023 17:33,,,,,,94000
6/4/2023 21:28,,,,,,93700
6/5/2023 9:47,,,,,,93200
6/5/2023 11:30,,,,,,93500
6/5/2023 13:39,,,,,,93300
6/5/2023 20:17,,,,,,93000
6/6/2023 9:32,,,,,,93200
6/6/2023 15:38,,,,,,93300
6/6/2023 17:09,1621000,1663000,1383000,847000,75.57,
6/6/2023 17:35,,,,,,93300
6/6/2023 19:37,,,,,,93300
6/6/2023 20:30,,,,,,93000
6/7/2023 9:32,,,,,,93200
6/7/2023 13:33,,,,,,93300
6/7/2023 15:53,,,,,,93300
6/7/2023 20:41,,,,,,93300
6/8/2023 9:33,,,,,,93300
6/8/2023 11:36,,,,,,93200
6/8/2023 13:30,,,,,,93200
6/8/2023 15:39,,,,,,93300
6/8/2023 17:30,,,,,,93300
6/8/2023 20:51,,,,,,93300
6/9/2023 9:21,1645000,1687000,1396000,850000,75.04,
6/9/2023 11:31,,,,,,93300
6/9/2023 13:31,,,,,,93300
6/9/2023 20:39,,,,,,93300
6/10/2023 9:30,,,,,,93200
6/10/2023 13:30,,,,,,93200
6/10/2023 15:36,,,,,,93200
6/11/2023 9:47,,,,,,93200
6/11/2023 11:40,,,,,,93250
6/11/2023 18:05,,,,,,93200
6/11/2023 19:32,,,,,,93300
6/12/2023 9:45,,,,,,93300
6/12/2023 12:19,,,,,,93200
6/12/2023 15:40,,,,,,93200
6/12/2023 19:34,,,,,,93250
6/13/2023 9:31,,,,,,93300
6/13/2023 13:30,,,,,,93300
6/13/2023 15:30,,,,,,93300
6/13/2023 19:15,1654000,1696000,1398000,840000,840000,
6/13/2023 19:42,,,,,,93300
6/14/2023 9:30,,,,,,93300
6/14/2023 12:18,,,,,,93200
6/14/2023 17:30,,,,,,93200
6/14/2023 19:39,,,,,,93300
6/15/2023 9:30,,,,,,93300
6/15/2023 13:17,,,,,,93300
6/15/2023 19:30,,,,,,93300
6/16/2023 9:27,,,,,,93300
6/16/2023 11:37,,,,,,93300
6/16/2023 15:31,,,,,,93300
6/16/2023 17:08,1650000,1692000,1400000,840000,75.64,
6/16/2023 19:33,,,,,,93300
6/16/2023 20:58,,,,,,93200
6/17/2023 13:31,,,,,,93300
6/17/2023 15:33,,,,,,93200
6/17/2023 17:31,,,,,,93200
6/17/2023 20:30,,,,,,93300
6/18/2023 9:30,,,,,,93300
6/18/2023 11:31,,,,,,93300
6/18/2023 17:32,,,,,,93300
6/19/2023 11:32,,,,,,93200
6/19/2023 13:36,,,,,,93200
6/19/2023 15:47,,,,,,93200
6/19/2023 20:31,,,,,,93300
6/20/2023 9:37,,,,,,93200
6/20/2023 11:39,,,,,,93200
6/20/2023 13:31,,,,,,93200
6/20/2023 17:09,1654000,1696000,1413000,820000,76.29,
6/20/2023 19:35,,,,,,93200
6/20/2023 20:40,,,,,,93200
6/21/2023 9:55,,,,,,93200
6/21/2023 12:48,,,,,,93300
6/21/2023 16:01,,,,,,93300
6/21/2023 17:59,,,,,,93300
6/21/2023 19:31,,,,,,93300
6/21/2023 20:31,,,,,,93300
6/22/2023 9:37,,,,,,93300
6/22/2023 15:55,,,,,,93300
6/22/2023 19:30,,,,,,93300
6/23/2023 11:36,,,,,,93300
6/23/2023 15:56,1666000,1707000,1434000,820000,74.44,
6/23/2023 20:51,,,,,,93000
6/24/2023 9:30,,,,,,93200
6/24/2023 13:30,,,,,,93200
6/24/2023 17:32,,,,,,93200
6/24/2023 19:39,,,,,,93200
6/25/2023 11:28,,,,,,93200
6/25/2023 15:39,,,,,,93200
6/25/2023 19:30,,,,,,93200
6/26/2023 9:30,,,,,,93200
6/26/2023 11:31,,,,,,93200
6/26/2023 13:31,,,,,,93300
6/26/2023 19:31,,,,,,93200
6/26/2023 20:30,,,,,,93200
6/27/2023 9:56,,,,,,93400
6/27/2023 13:29,,,,,,93350
6/27/2023 16:44,1666000,1707000,1437000,795000,74.91,
6/27/2023 17:30,,,,,,93200
6/27/2023 19:30,,,,,,93300
6/27/2023 20:30,,,,,,93200
6/28/2023 9:35,,,,,,92500
6/28/2023 20:06,,,,,,92500
6/29/2023 9:33,,,,,,92500
6/29/2023 11:33,,,,,,92500
6/29/2023 13:31,,,,,,92500
6/29/2023 15:33,,,,,,92500
6/30/2023 9:32,,,,,,92600
7/1/2023 11:47,,,,,,92500
7/1/2023 16:00,,,,,,92500
7/1/2023 17:30,,,,,,92500
7/2/2023 11:32,,,,,,91800
7/2/2023 13:26,,,,,,91500
7/3/2023 9:30,,,,,,91500
7/3/2023 11:35,,,,,,91200
7/3/2023 14:24,,,,,,91500
7/3/2023 17:23,1628000,1668000,1412000,781000,74.93,
7/3/2023 17:37,,,,,,91500
7/4/2023 11:37,,,,,,91300
7/4/2023 12:27,1626000,1666000,1413000,763000,75.68,
7/4/2023 15:34,,,,,,91500
7/4/2023 15:34,,,,,,91500
7/4/2023 22:21,,,,,,91300
7/5/2023 11:31,,,,,,91300
7/5/2023 13:31,,,,,,91300
7/5/2023 15:31,,,,,,91400
7/5/2023 17:32,,,,,,91300
7/5/2023 19:30,,,,,,91300
7/6/2023 11:30,,,,,,91400
7/6/2023 13:36,,,,,,91300
7/7/2023 10:26,,,,,,91400
7/7/2023 11:31,,,,,,91300
7/7/2023 15:30,,,,,,91300
7/7/2023 19:40,,,,,,91200
7/7/2023 23:22,1626000,1666000,1418000,762000,79.46,
7/8/2023 9:34,,,,,,91500
7/8/2023 11:31,,,,,,91300
7/8/2023 13:30,,,,,,91300
7/8/2023 15:32,,,,,,91300
7/8/2023 17:32,,,,,,91500
7/8/2023 19:30,,,,,,91300
7/9/2023 9:40,,,,,,91500
7/9/2023 11:31,,,,,,91500
7/9/2023 15:31,,,,,,91500
7/9/2023 19:38,,,,,,91500
7/9/2023 20:31,,,,,,91500
7/10/2023 9:32,,,,,,91500
7/10/2023 11:41,,,,,,91400
7/10/2023 13:31,,,,,,91400
7/10/2023 15:29,,,,,,91500
7/10/2023 17:40,,,,,,91500
7/10/2023 19:30,,,,,,91500
7/11/2023 9:32,,,,,,91400
7/11/2023 11:30,,,,,,91400
7/11/2023 15:30,,,,,,91500
7/11/2023 19:42,,,,,,91500
7/11/2023 20:58,,,,,,91500
7/11/2023 23:23,1625000,1666000,1419000,767000,79.46,
7/12/2023 11:31,,,,,,91400
7/12/2023 13:37,,,,,,91400
7/12/2023 17:32,,,,,,91500
7/12/2023 19:30,,,,,,91500
7/12/2023 20:31,,,,,,91500
7/13/2023 9:52,,,,,,91400
7/13/2023 13:30,,,,,,91500
7/13/2023 15:30,,,,,,91500
7/13/2023 19:31,,,,,,91500
7/14/2023 9:31,,,,,,91400
7/14/2023 11:41,,,,,,91300
7/14/2023 13:38,,,,,,91400
7/14/2023 15:30,,,,,,91400
7/14/2023 17:32,1630000,1670000,1424000,767000,79.32,
7/14/2023 19:31,,,,,,91400
7/15/2023 11:44,,,,,,91500
7/15/2023 15:31,,,,,,91500
7/15/2023 17:01,,,,,,91700
7/15/2023 18:03,,,,,,92300
7/15/2023 18:24,,,,,,93700
7/15/2023 18:39,,,,,,95200
7/15/2023 19:02,,,,,,99000
7/15/2023 21:06,,,,,,93000
7/16/2023 11:01,,,,,,93200
7/16/2023 13:29,,,,,,94000
7/16/2023 15:31,,,,,,93000
7/16/2023 17:30,,,,,,92000
7/16/2023 19:31,,,,,,92000
7/17/2023 9:30,,,,,,91500
7/17/2023 11:38,,,,,,92000
7/17/2023 13:32,,,,,,92500
7/17/2023 17:30,,,,,,92500
7/17/2023 19:40,,,,,,92000
7/18/2023 11:21,,,,,,92000
7/18/2023 11:21,,,,,,92000
7/18/2023 16:03,,,,,,91900
7/18/2023 16:41,,,,,,92000
7/18/2023 17:30,,,,,,92000
7/18/2023 19:48,,,,,,92000
7/18/2023 20:36,,,,,,92000
7/18/2023 23:31,1653000,1693000,1444000,796000,75.46,
7/19/2023 10:22,,,,,,92000
7/19/2023 11:51,,,,,,92000
7/19/2023 13:44,,,,,,91900
7/19/2023 15:57,,,,,,91500
7/19/2023 17:32,,,,,,91900
7/19/2023 19:31,,,,,,91800
7/20/2023 10:02,,,,,,92000
7/20/2023 11:30,,,,,,92000
7/20/2023 14:00,,,,,,92000
7/20/2023 15:37,,,,,,92000
7/20/2023 20:58,,,,,,92000
7/21/2023 11:44,,,,,,92000
7/21/2023 13:30,,,,,,92500
7/21/2023 15:02,,,,,,94500
7/21/2023 15:30,,,,,,93500
7/21/2023 18:26,1679000,1718000,1464000,796000,80.39,
7/21/2023 20:31,,,,,,93300
7/22/2023 9:02,,,,,,93500
7/22/2023 11:31,,,,,,93300
7/22/2023 13:54,,,,,,93300
7/22/2023 14:51,,,,,,93000
7/22/2023 15:31,,,,,,93000
7/22/2023 17:28,,,,,,92500
7/22/2023 19:30,,,,,,92700
7/23/2023 9:48,,,,,,92800
7/23/2023 11:55,,,,,,92600
7/23/2023 13:30,,,,,,92800
7/23/2023 15:30,,,,,,93000
7/23/2023 17:31,,,,,,93000
7/23/2023 19:34,,,,,,92500
7/24/2023 9:48,,,,,,92000
7/24/2023 11:30,,,,,,92000
7/24/2023 13:35,,,,,,91900
7/24/2023 17:37,,,,,,92000
7/24/2023 19:30,,,,,,92200
7/25/2023 10:36,,,,,,93000
7/25/2023 11:35,,,,,,92500
7/25/2023 13:30,,,,,,92000
7/25/2023 17:14,1701000,1740000,1484000,830000,83.19,
7/25/2023 17:31,,,,,,92000
7/25/2023 19:30,,,,,,92500
7/25/2023 20:35,,,,,,92500
7/26/2023 9:30,,,,,,92200
7/26/2023 11:32,,,,,,91800
7/26/2023 15:34,,,,,,92000
7/26/2023 20:13,,,,,,92200
7/27/2023 9:56,,,,,,92300
7/27/2023 11:31,,,,,,92000
7/27/2023 13:30,,,,,,92000
7/27/2023 15:31,,,,,,91500
7/27/2023 18:08,,,,,,90500
7/27/2023 20:40,,,,,,90700
7/28/2023 6:37,1711000,1750000,1493000,816000,84.54,
7/28/2023 11:00,,,,,,89500
7/28/2023 11:42,,,,,,89000
7/28/2023 13:31,,,,,,88700
7/28/2023 14:22,,,,,,88700
7/28/2023 16:48,,,,,,89500
7/28/2023 19:30,,,,,,89900
7/29/2023 9:29,,,,,,89500
7/29/2023 13:39,,,,,,89500
7/29/2023 19:55,,,,,,89500
7/30/2023 9:40,,,,,,90000
7/30/2023 13:58,,,,,,90000
7/30/2023 19:30,,,,,,89900
7/31/2023 9:40,,,,,,89300
7/31/2023 10:07,1734000,1696000,1480000,810000,84.7,
7/31/2023 13:48,,,,,,89200
7/31/2023 15:51,,,,,,89300
7/31/2023 19:30,,,,,,89300
7/31/2023 20:30,,,,,,89300
8/1/2023 9:36,,,,,,89300
8/1/2023 11:20,1712000,1750000,1497000,842000,81.3,
8/1/2023 11:30,,,,,,89400
8/1/2023 15:30,,,,,,89300
8/1/2023 19:35,,,,,,89400
8/1/2023 20:35,,,,,,89400
8/2/2023 8:50,,,,,,89400
8/2/2023 11:36,,,,,,89500
8/2/2023 13:31,,,,,,89400
8/2/2023 15:30,,,,,,89500
8/2/2023 19:30,,,,,,89400
8/3/2023 9:32,,,,,,89250
8/3/2023 13:31,,,,,,89300
8/3/2023 20:35,,,,,,89300
8/4/2023 9:30,,,,,,89300
8/4/2023 13:34,,,,,,89400
8/4/2023 19:12,,,,,,89400
8/4/2023 20:30,,,,,,89400
8/5/2023 11:30,,,,,,89300
8/5/2023 13:30,,,,,,89400
8/5/2023 19:32,,,,,,89400
8/6/2023 9:35,,,,,,89400
8/6/2023 11:30,,,,,,89400
8/6/2023 15:31,,,,,,89400
8/6/2023 17:30,,,,,,89400
8/6/2023 19:26,,,,,,89400
8/7/2023 9:59,1741000,1779000,1537000,843000,85.19,
8/7/2023 10:08,,,,,,89400
8/7/2023 15:34,,,,,,89200
8/7/2023 17:39,,,,,,89300
8/7/2023 19:31,,,,,,89200
8/7/2023 20:31,,,,,,89300
8/8/2023 9:34,,,,,,89300
8/8/2023 9:35,1745000,1783000,1563000,868000,85.97,
8/8/2023 13:39,,,,,,89200
8/8/2023 15:34,,,,,,89400
8/8/2023 18:06,,,,,,89400
8/9/2023 11:13,,,,,,89300
8/9/2023 13:48,,,,,,89350
8/9/2023 19:30,,,,,,89400
8/10/2023 11:36,,,,,,89400
8/10/2023 13:36,,,,,,89500
8/10/2023 15:33,,,,,,89500
8/10/2023 19:39,,,,,,89300
8/11/2023 9:31,,,,,,89400
8/11/2023 9:39,1758000,1796000,1605000,868000,85.2,
8/11/2023 11:31,,,,,,89300
8/11/2023 13:30,,,,,,89500
8/11/2023 15:30,,,,,,89500
8/11/2023 17:31,,,,,,89300
8/11/2023 19:31,,,,,,89300
8/11/2023 20:50,,,,,,89300
8/12/2023 11:30,,,,,,89300
8/12/2023 13:30,,,,,,89400
8/12/2023 15:30,,,,,,89400
8/12/2023 17:30,,,,,,89400
8/13/2023 9:30,,,,,,89400
8/13/2023 15:30,,,,,,89400
8/13/2023 17:30,,,,,,89400
8/13/2023 20:44,,,,,,89400
8/14/2023 9:37,,,,,,89400
8/14/2023 11:45,,,,,,89300
8/14/2023 13:42,,,,,,89400
8/14/2023 19:31,,,,,,89400
8/14/2023 20:31,,,,,,89300
8/15/2023 9:30,,,,,,89500
8/15/2023 14:51,,,,,,89300
8/15/2023 17:53,,,,,,89400
8/16/2023 9:32,,,,,,89400
8/16/2023 11:30,,,,,,89400
8/16/2023 16:31,,,,,,89400
8/16/2023 19:33,,,,,,89400
8/16/2023 23:31,1776000,1814000,1635000,889000,83,
8/17/2023 9:33,,,,,,89500
8/17/2023 13:33,,,,,,89600
8/17/2023 17:37,,,,,,89500
8/17/2023 20:30,,,,,,89500
8/18/2023 9:40,,,,,,89500
8/18/2023 11:31,,,,,,89400
8/18/2023 15:33,,,,,,89500
8/18/2023 18:03,,,,,,89500
8/18/2023 19:39,,,,,,89500
8/18/2023 20:31,,,,,,89500
8/18/2023 23:30,1790000,1828000,1657000,890000,84.8,
8/19/2023 9:30,,,,,,89500
8/19/2023 13:31,,,,,,89500
8/19/2023 19:32,,,,,,89500
8/20/2023 9:33,,,,,,89400
8/20/2023 17:35,,,,,,89500
8/20/2023 20:34,,,,,,89500
8/21/2023 10:28,,,,,,89500
8/21/2023 11:32,,,,,,89500
8/21/2023 13:44,,,,,,89400
8/21/2023 18:04,,,,,,89500
8/21/2023 19:39,,,,,,89500
8/22/2023 9:30,,,,,,89500
8/22/2023 11:36,,,,,,89500
8/22/2023 13:56,,,,,,89600
8/22/2023 15:33,,,,,,89500
8/22/2023 19:47,,,,,,89500
8/22/2023 20:30,,,,,,89300
8/22/2023 23:29,1793000,1831000,1665000,901000,84.07,
8/23/2023 9:40,,,,,,89600
8/23/2023 11:33,,,,,,89500
8/23/2023 13:30,,,,,,89500
8/23/2023 15:42,,,,,,89500
8/23/2023 20:16,,,,,,89500
8/24/2023 9:31,,,,,,89500
8/24/2023 11:41,,,,,,89400
8/24/2023 15:31,,,,,,89500
8/24/2023 19:54,,,,,,89500
8/25/2023 9:33,,,,,,89600
8/25/2023 13:31,,,,,,89500
8/25/2023 13:34,1796000,1834000,1671000,901000,84.46,
8/25/2023 17:38,,,,,,89500
8/25/2023 19:30,,,,,,89500
8/25/2023 20:40,,,,,,89500
8/26/2023 9:38,,,,,,89600
8/26/2023 13:20,,,,,,89600
8/26/2023 14:51,,,,,,89500
8/26/2023 15:32,,,,,,89500
8/27/2023 9:39,,,,,,89500
8/27/2023 11:30,,,,,,89500
8/27/2023 15:31,,,,,,89500
8/27/2023 17:31,,,,,,89400
8/27/2023 20:07,,,,,,89400
8/28/2023 9:30,,,,,,89500
8/28/2023 11:34,,,,,,89500
8/28/2023 13:40,,,,,,89500
8/28/2023 16:12,,,,,,89500
8/28/2023 17:30,,,,,,89400
8/29/2023 9:49,,,,,,89400
8/29/2023 11:34,,,,,,89400
8/29/2023 12:50,1805000,1843000,1673000,907000,85.33,
8/29/2023 15:30,,,,,,89500
8/29/2023 17:30,,,,,,89500
8/29/2023 20:45,,,,,,89500
8/30/2023 9:41,,,,,,89400
8/30/2023 15:56,,,,,,89500
8/30/2023 18:10,,,,,,89500
8/30/2023 20:49,,,,,,89500
8/31/2023 11:48,,,,,,89500
